Target,Year,Uniprot,ProteinName,Resolution,pIC50,Unit,Molecule ID
6bg5,2018,P00720,"ENDOLYSIN, DCN1-LIKE PROTEIN 1 CHIMERA",1.10,6.0,IC50=1uM,DQD
6el5,2018,P07900,HEAT SHOCK PROTEIN HSP90-ALPHA,1.67,6.88,Kd=133nM,PU1
5nyh,2018,P07900,HEAT SHOCK PROTEIN HSP90-ALPHA,1.65,7.73,Kd=18.7nM,9EK
5o87,2018,Q8WSF8,ACETYLCHOLINE RECEPTOR,2.20,6.61,Kd=245nM,NCT
5oaj,2018,Q8WSF8,ACETYLCHOLINE RECEPTOR,2.47,6.56,Kd=275nM,TKT
5oci,2018,P07900,HEAT SHOCK PROTEIN HSP90-ALPHA,1.62,8.05,Kd=9.0nM,9R8
6b1w,2018,Q9F663,CARBAPENEM-HYDROLYZING BETA-LACTAMASE KPC,1.73,7.37,Kd=43nM,C8V
5mpn,2018,Q92793,CREB-BINDING PROTEIN,1.23,7.07,Kd=0.085uM,YE5
5yso,2018,P62508,ESTROGEN-RELATED RECEPTOR GAMMA,2.50,7.4,IC50=0.04uM,90C
6fqo,2018,Q92793,CREB-BINDING PROTEIN,1.35,6.85,IC50=0.140uM,E2T
6fr0,2018,Q92793,CREB-BINDING PROTEIN,1.50,6.84,IC50=0.146uM,E3H
6fqu,2018,Q92793,CREB-BINDING PROTEIN,1.43,5.66,IC50=2.2uM,E3B
5w0l,2018,Q92793,CREB-BINDING PROTEIN,1.55,4.74,IC50=18uM,9U7
5odx,2018,P07900,HEAT SHOCK PROTEIN HSP90-ALPHA,1.82,6.71,Kd=195nM,9RZ
6axq,2018,Q92793,CREB-BINDING PROTEIN,1.30,4.0,IC50=99000nM,C2Y
5ylt,2018,Q8WTS6,HISTONE-LYSINE N-METHYLTRANSFERASE SETD7,1.69,6.39,IC50=0.41uM,C7N
5mgi,2018,Q848S6,CARBAPENEM-HYDROLYZING BETA-LACTAMASE KPC,1.50,5.95,Ki=1.13uM,6YV
5yjf,2018,P40261,NICOTINAMIDE N-METHYLTRANSFERASE,2.49,5.74,IC50=1.8uM,8WO
6mjf,2018,6mjf,DBOPHM,2.20,5.16,Kd=6.88uM,SAH
5ll7,2018,5ll7,BETA-LACTAMASE,1.40,5.61,Ki=2.43uM,6YV
5o48,2018,A5K1A2,GLYCYLPEPTIDE N-TETRADECANOYLTRANSFERASE,1.69,4.7,IC50=20uM,9K2
5ndb,2018,Q8G9Q0,BETA-LACTAMASE IMP-1,2.38,4.66,Kd=22uM,8TW
6chh,2018,P40261,NICOTINAMIDE N-METHYLTRANSFERASE,2.30,5.57,Kd=2.7uM,F0P
6elp,2018,P07900,HEAT SHOCK PROTEIN HSP90-ALPHA,1.85,6.63,Kd=236nM,BA8
6fkz,2018,Q6DHI5,NAD-DEPENDENT PROTEIN DEACYLASE SIRTUIN-5,3.30,6.05,Ki=900nM,8-mer
5x26,2018,P00533,EPIDERMAL GROWTH FACTOR RECEPTOR,2.95,8.3,IC50=5nM,7XO
6bcy,2018,Q3SZI4,14-3-3 PROTEIN THETA,2.30,4.81,Kd=15.5uM,13-mer
6bcr,2018,P27348,14-3-3 PROTEIN THETA,1.99,5.26,Kd=5.5uM,14-mer
5xpl,2018,P13053,VITAMIN D3 RECEPTOR,2.05,7.7,IC50=20nM,8C9
5xpm,2018,P13053,VITAMIN D3 RECEPTOR,2.20,7.64,IC50=23nM,8C0
6fkq,2018,O95631,NETRIN-1,3.07,8.0,Kd=10nM,19-mer
6ed6,2018,O75116,RHO-ASSOCIATED PROTEIN KINASE 2,2.86,7.43,IC50=0.037uM,J0P
5xpp,2018,P13053,VITAMIN D3 RECEPTOR,2.85,7.44,IC50=36nM,8BF
5x28,2018,P00533,EPIDERMAL GROWTH FACTOR RECEPTOR,2.95,8.4,IC50=4nM,7XU
5xpo,2018,P13053,VITAMIN D3 RECEPTOR,2.28,7.08,IC50=84nM,8BL
6cer,2018,P08559,"PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT ALPHA, SOMATIC",2.69,5.36,Kd=4.39uM,TDP
5x27,2018,P00533,EPIDERMAL GROWTH FACTOR RECEPTOR,2.95,9.4,IC50=0.4nM,7XR
6elo,2018,P07900,HEAT SHOCK PROTEIN HSP90-ALPHA,1.80,6.29,Kd=514nM,BAW
6f1n,2018,P07900,HEAT SHOCK PROTEIN HSP90-ALPHA,2.09,6.26,Kd=547nM,C8W
6g6z,2018,P52732,KINESIN-LIKE PROTEIN KIF11,2.80,6.66,Kd=220nM,EOK
6g4y,2018,Q9WUL6,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 14,2.65,8.82,Ki=1.5nM,ELZ
6g6y,2018,P52732,KINESIN-LIKE PROTEIN KIF11,1.80,6.66,Kd=220nM,EOK
5xpn,2018,P13053,VITAMIN D3 RECEPTOR,1.96,6.99,IC50=102nM,8BO
6g4z,2018,Q9WUL6,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 14,2.84,9.77,Ki=0.17nM,ELW
6bd1,2018,Q3SZI4,14-3-3 PROTEIN THETA,2.35,4.78,Kd=16.5uM,14-mer
6b22,2018,Q8RLA6,BETA-LACTAMASE,1.93,7.38,Kd=42nM,C8Y
6drz,2018,P41595,"5HT2B RECEPTOR, BRIL CHIMERA",3.10,9.8,Ki=0.16nM,H8J
6dry,2018,P41595,"5HT2B RECEPTOR, BRIL CHIMERA",2.92,9.43,Ki=0.37nM,H8D
6drx,2018,P41595,"5HT2B RECEPTOR, BRIL CHIMERA",3.10,9.24,Kd=0.58nM,H8G
6ds0,2018,P41595,"5HT2B RECEPTOR, BRIL CHIMERA",3.19,8.66,IC50=2.2nM,H8M
6byk,2018,P31946,14-3-3 PROTEIN BETA/ALPHA,3.00,3.41,Kd=390uM,12-mer
6fyz,2018,P56524,HISTONE DEACETYLASE 4,2.15,7.41,Kd=0.039uM,EBE
5zoo,2018,P56524,HISTONE DEACETYLASE 4,1.85,5.65,Kd=2.23uM,14-mer
5mwa,2018,P34913,BIFUNCTIONAL EPOXIDE HYDROLASE 2,1.55,6.82,IC50=0.15uM,8S9
5zop,2018,P56524,HISTONE DEACETYLASE 4,2.70,4.73,Kd=18.8uM,12-mer
6fmp,2018,Q14145,KELCH-LIKE ECH-ASSOCIATED PROTEIN 1,2.92,5.64,Ki=2265nM,8-mer
5zzw,2018,Q54S83,PROTEIN ARGININE METHYLTRANSFERASE NDUFAF7 HOMOLOG,2.60,5.51,Kd=3.1uM,SAH
5zwf,2018,P13053,VITAMIN D3 RECEPTOR,2.10,8.74,IC50=1.8nM,9KR
6fky,2018,Q6DHI5,NAD-DEPENDENT PROTEIN DEACYLASE SIRTUIN-5,2.98,6.49,Ki=320nM,8-mer
5zu0,2018,Q54S83,PROTEIN ARGININE METHYLTRANSFERASE NDUFAF7 HOMOLOG,2.76,5.51,Kd=3.1uM,SAH
5zwh,2018,P13053,VITAMIN D3 RECEPTOR,2.38,8.72,IC50=1.9nM,9N9
5zwi,2018,P13053,VITAMIN D3 RECEPTOR,2.40,8.64,IC50=2.3nM,9KX
5zwe,2018,P13053,VITAMIN D3 RECEPTOR,2.72,8.96,IC50=1.1nM,9K0
6few,2018,Q08345,EPITHELIAL DISCOIDIN DOMAIN-CONTAINING RECEPTOR 1,1.44,5.85,IC50=1.41uM,D6W
6b5a,2018,P00918,CARBONIC ANHYDRASE 2,1.62,7.94,Kd=11.4nM,CQS
6d6u,2018,P47870,"GAMMA-AMINOBUTYRIC ACID RECEPTOR SUBUNIT BETA-2,GAMMA",3.80,8.21,Kd=6.1nM,FYP
6cdg,2018,Q8IVV7,GLUCOSE-INDUCED DEGRADATION PROTEIN 4 HOMOLOG,1.60,5.72,Kd=1.9uM,6-mer
6hm4,2018,P32372,S-M CHECKPOINT CONTROL PROTEIN RAD4,1.77,5.67,Kd=2.12uM,15-mer
5nxx,2018,5nxx,GLYCINE BETAINE ABC TRANSPORT SYSTEM GLYCINE BETAINE,2.20,4.77,Ki=17uM,3Q7
6guk,2018,P24941,CYCLIN-DEPENDENT KINASE 2,1.30,6.15,Kd=715nM,FC8
6fns,2018,6fns,HISTIDINE N-ALPHA-METHYLTRANSFERASE,1.85,4.03,Kd=93uM,DY8
6fnq,2018,6fnq,HISTIDINE N-ALPHA-METHYLTRANSFERASE,1.75,4.59,Kd=26uM,AVJ
6eqm,2018,P56817,BETA-SECRETASE 1,1.35,7.96,IC50=11nM,BUH
6dhc,2018,P56817,BETA-SECRETASE 1,2.85,7.96,Ki=10.9nM,GHJ
6fnt,2018,6fnt,HISTIDINE N-ALPHA-METHYLTRANSFERASE,1.90,4.68,Ki=21uM,AVO
6fnr,2018,6fnr,HISTIDINE N-ALPHA-METHYLTRANSFERASE,1.83,5.59,Ki=2.6uM,DYT
5nud,2018,P22455,FIBROBLAST GROWTH FACTOR RECEPTOR 4,2.50,7.49,Kd=32nM,99K
6ej2,2018,P56817,BETA-SECRETASE 1,1.46,7.8,Ki=16nM,B7E
5z89,2018,5z89,HYPOSENSITIVE TO LIGHT 7,1.42,6.71,Kd=195nM,EGC
5mtw,2018,P95257,SECB-LIKE CHAPERONE RV1957,1.84,5.72,Kd=1.9uM,13-mer
6ftp,2018,P01011,ALPHA-1-ANTICHYMOTRYPSIN,1.80,5.82,Kd=1.5uM,DM2
6cdc,2018,Q8IVV7,GLUCOSE-INDUCED DEGRADATION PROTEIN 4 HOMOLOG,1.75,5.6,Kd=2.5uM,4-mer
6fgy,2018,P56817,BETA-SECRETASE 1,1.54,7.15,IC50=70nM,D9W
6cd8,2018,Q8IVV7,GLUCOSE-INDUCED DEGRADATION PROTEIN 4 HOMOLOG,1.60,4.71,Kd=19.4uM,4-mer
6cd9,2018,Q8IVV7,GLUCOSE-INDUCED DEGRADATION PROTEIN 4 HOMOLOG,1.55,4.42,Kd=38.3uM,4-mer
6bid,2018,Q83883,3C-LIKE PROTEASE,1.15,5.54,IC50=2.9uM,DW4
6bic,2018,Q83883,3C-LIKE PROTEASE,2.25,5.62,IC50=2.4uM,5LH
6bib,2018,Q83883,3C-LIKE PROTEASE,1.95,5.8,IC50=1.6uM,DW7
6cyb,2018,O00408,"CGMP-DEPENDENT 3',5'-CYCLIC PHOSPHODIESTERASE",1.62,9.02,IC50=0.96nM,FKV
6c7i,2018,O00408,"CGMP-DEPENDENT 3',5'-CYCLIC PHOSPHODIESTERASE",1.71,9.42,IC50=0.38nM,EP7
6c7f,2018,O00408,"CGMP-DEPENDENT 3',5'-CYCLIC PHOSPHODIESTERASE",1.82,9.62,IC50=0.24nM,EOS
6epa,2018,Q9VWX8,FI18190P1,1.82,5.95,Kd=1.13uM,BNQ
6c7d,2018,O00408,"CGMP-DEPENDENT 3',5'-CYCLIC PHOSPHODIESTERASE",1.79,9.77,IC50=0.17nM,EOJ
6guf,2018,P24941,CYCLIN-DEPENDENT KINASE 2,2.65,6.65,Kd=224nM,23D
6dkb,2018,P04629,HIGH AFFINITY NERVE GROWTH FACTOR RECEPTOR,2.68,9.15,Kd=0.7nM,FKY
5yfs,2018,O57947,"RIBOSE 1,5-BISPHOSPHATE ISOMERASE",2.30,4.86,Kd=13.8uM,RI2
5yft,2018,O57947,"RIBOSE 1,5-BISPHOSPHATE ISOMERASE",2.21,5.0,Kd=10uM,RI2
6eji,2018,O86151,WLAC PROTEIN,2.30,3.52,IC50=303uM,UD2
6c28,2018,Q6N8V9,"TRANSCRIPTIONAL REGULATOR, MARR FAMILY",2.09,4.17,Kd=68uM,WCA
6cct,2018,Q8IVV7,GLUCOSE-INDUCED DEGRADATION PROTEIN 4 HOMOLOG,2.40,4.14,Kd=72.5uM,4-mer
6ccu,2018,Q8IVV7,GLUCOSE-INDUCED DEGRADATION PROTEIN 4 HOMOLOG,1.75,4.45,Kd=35.2uM,4-mer
6afl,2018,Q99497,PROTEIN/NUCLEIC ACID DEGLYCASE DJ-1,1.60,7.0,Kd=0.10uM,73H
6nao,2018,Q8N884,CYCLIC GMP-AMP SYNTHASE,3.23,6.7,Kd=0.2uM,8ZP
5xff,2018,P22455,FIBROBLAST GROWTH FACTOR RECEPTOR 4,2.70,8.21,IC50=6.2nM,
6f22,2018,P36639,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE",1.55,8.7,IC50=0.002uM,C9B
6ffs,2018,P04936,3C PROTEASE,1.86,7.2,IC50=0.063uM,D8E
6ffn,2018,P04936,3C PROTEASE,1.75,8.22,IC50=0.006uM,D8K
6f3g,2018,Q9NWZ3,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 4,2.37,7.16,IC50=0.069uM,CJN
6ap7,2018,J9U5U9,PROBABLE STRIGOLACTONE ESTERASE DAD2,1.51,5.34,Kd=4.6uM,BNY
6ej3,2018,P56817,BETA-SECRETASE 1,1.94,5.93,Ki=1179nM,B7T
5yto,2018,P00441,SUPEROXIDE DISMUTASE,1.90,4.48,Kd=33uM,946
5ytu,2018,P00441,SUPEROXIDE DISMUTASE,1.90,4.92,Kd=12uM,5FW
6f3i,2018,Q9NWZ3,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 4,2.14,7.68,IC50=0.021uM,CKN
5zmq,2018,Q32ZE1,SERINE PROTEASE SUBUNIT NS2B,1.99,4.74,IC50=18.4uM,4-mer
5zms,2018,Q32ZE1,SERINE PROTEASE SUBUNIT NS2B,1.80,5.23,IC50=5.9uM,4-mer
5yof,2018,5yof,NS2B COFACTOR,1.51,5.82,IC50=1.5uM,7HS
5zob,2018,Q32ZE1,SERINE PROTEASE SUBUNIT NS2B,2.00,5.96,IC50=1.1uM,5-mer
6bsx,2018,Q15382,GTP-BINDING PROTEIN RHEB,1.65,3.3,IC50>500uM,E7S
6bt0,2018,Q15382,GTP-BINDING PROTEIN RHEB,2.60,5.68,IC50=2.1uM,E7V
6f23,2018,P36639,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE",1.84,8.3,IC50=0.005uM,C8Z
5om7,2018,P01011,ALPHA-1-ANTICHYMOTRYPSIN,1.73,5.74,Kd=1.8uM,DM2
6f1x,2018,P36639,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE",1.90,7.7,IC50=0.02uM,C9Q
6eq3,2018,P36639,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE",1.80,6.15,Kd=0.7uM,BU5
5xfj,2018,P22455,FIBROBLAST GROWTH FACTOR RECEPTOR 4,3.25,8.22,IC50=6.0nM,
5ok3,2018,P25321,CAMP-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT ALPHA,1.59,3.52,Kd>300uM,18-mer
6eh2,2018,P25321,CAMP-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT ALPHA,1.76,4.0,Kd>100uM,18-mer
5nwz,2018,P22455,FIBROBLAST GROWTH FACTOR RECEPTOR 4,2.37,9.1,Kd=0.8nM,9CT
6ap6,2018,J9U5U9,PROBABLE STRIGOLACTONE ESTERASE DAD2,1.65,5.37,Kd=4.3uM,TLF
6f3e,2018,Q9NWZ3,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 4,2.67,7.15,IC50=0.070uM,CJQ
6cwn,2018,C1JZ07,SURFACE (S-) LAYER GLYCOPROTEIN,1.53,6.65,Kd=226nM,6LA
6cwi,2018,C1JZ07,SURFACE (S-) LAYER GLYCOPROTEIN,2.16,7.54,Kd=29nM,6LA
6cwf,2018,C1JZ07,SURFACE (S-) LAYER GLYCOPROTEIN,2.25,7.54,Kd=29nM,6LA
6cwh,2018,C1JZ07,SURFACE (S-) LAYER GLYCOPROTEIN,2.00,7.54,Kd=29nM,6LA
6f20,2018,P36639,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE",2.00,4.31,Kd=49.5uM,C9E
6eq5,2018,P36639,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE",1.80,4.74,Kd=18uM,AX7
6eq6,2018,P36639,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE",2.00,4.82,Kd=15uM,EV2
6eq4,2018,P36639,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE",1.40,5.62,Kd=2.4uM,BSW
6eq2,2018,P36639,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE",1.80,5.89,Kd=1.3uM,BU8
6eq7,2018,P36639,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE",1.50,7.0,Kd=0.1uM,BS8
6afj,2018,Q99497,PROTEIN/NUCLEIC ACID DEGLYCASE DJ-1,1.48,6.28,Kd=0.52uM,73G
6afi,2018,Q99497,PROTEIN/NUCLEIC ACID DEGLYCASE DJ-1,1.65,6.2,Kd=0.63uM,73D
6afh,2018,Q99497,PROTEIN/NUCLEIC ACID DEGLYCASE DJ-1,1.65,6.12,Kd=0.75uM,73F
6er3,2018,A7B557,BNR/ASP-BOX REPEAT PROTEIN,1.37,3.24,Kd=0.57mM,2-mer
6gub,2018,P24941,CYCLIN-DEPENDENT KINASE 2,2.52,7.64,Kd=23nM,F9Z
6guc,2018,P24941,CYCLIN-DEPENDENT KINASE 2,2.00,7.6,Kd=25nM,SU9
6dcy,2018,C3W5S0,POLYMERASE ACIDIC PROTEIN,2.08,5.46,IC50=3.5uM,G5V
6dcz,2018,C3W5S0,POLYMERASE ACIDIC PROTEIN,2.89,7.17,IC50=0.068uM,G5Y
6dzq,2018,C3W5S0,POLYMERASE ACIDIC PROTEIN,2.25,7.37,IC50=0.043uM,HJP
6guh,2018,P24941,CYCLIN-DEPENDENT KINASE 2,1.50,7.59,Kd=26nM,FB8
6e0q,2018,C3W5S0,POLYMERASE ACIDIC PROTEIN,2.35,8.1,IC50=8.0nM,HKD
5z7j,2018,5z7j,LACTONASE FOR PROTEIN,1.98,6.6,Kd=0.25uM,36J
6hmx,2018,O43353,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,2.53,8.89,IC50=1.3nM,GEZ
5v1d,2018,A5D791,EIF2AK3 PROTEIN,2.80,6.7,Kd~0.2uM,12-mer
5xo7,2018,5xo7,LACTONASE FOR PROTEIN,1.88,6.36,Kd=0.44uM,36J
5z68,2018,Q8RDL3,DNA REPLICATION AND REPAIR PROTEIN RECF,3.00,5.89,Kd=1.3uM,ATP
6mi6,2018,Q56310,CHEMOTAXIS PROTEIN CHEA,2.95,4.54,Ki=29uM,JSJ
5va9,2018,P04746,PANCREATIC ALPHA-AMYLASE,2.55,7.84,Ki=14.3nM,20-mer
6er4,2018,A7B557,BNR/ASP-BOX REPEAT PROTEIN,1.30,2.77,Kd=1.70mM,3-mer
6ew3,2018,D1MEN9,METALLO-BETA-LACTAMASE VIM-2,2.14,7.4,IC50=0.04uM,S3C
5unp,2018,P49760,DUAL SPECIFICITY PROTEIN KINASE CLK2,2.92,10.02,Kd=0.096nM,8FY
6fu5,2018,O43353,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,3.26,7.5,IC50=31.6nM,E7N
6f6r,2018,P29466,CASPASE-1,1.80,8.25,IC50=5.6nM,CVE
5xsu,2018,P09874,POLY [ADP-RIBOSE] POLYMERASE 1,2.40,6.74,Kd=180nM,8E3
5wg7,2018,P00918,CARBONIC ANHYDRASE 2,1.45,4.7,Ki>20000nM,AUD
6aak,2018,P52333,TYROSINE-PROTEIN KINASE JAK3,2.67,9.15,IC50=0.71nM,9T6
5xst,2018,P09874,POLY [ADP-RIBOSE] POLYMERASE 1,2.30,7.57,IC50=27nM,8E6
5xsr,2018,P09874,POLY [ADP-RIBOSE] POLYMERASE 1,2.30,7.69,Kd=20.3nM,8EC
6eyt,2018,6eyt,TYPE III SECRETION SYSTEM EFFECTOR PROTEIN,2.21,5.72,Kd=1.9uM,UDP
6bbv,2018,O60674,TYROSINE-PROTEIN KINASE JAK2,1.80,6.1,IC50=0.803uM,D7D
6b5i,2018,O94788,RETINAL DEHYDROGENASE 2,2.60,5.96,Kd=1.1uM,CU4
6aaj,2018,O60674,TYROSINE-PROTEIN KINASE JAK2,2.37,8.3,IC50=5.0nM,9T6
6gue,2018,P24941,CYCLIN-DEPENDENT KINASE 2,1.99,8.4,Kd=4nM,FB8
6aqs,2018,Q8T9Z7,PURINE NUCLEOSIDE PHOSPHORYLASE,1.57,7.55,Ki=28nM,IM5
6fdq,2018,B0B9A0,DEUBIQUITINASE AND DENEDDYLASE DUB1,2.30,3.95,IC50=113uM,2UQ
6es0,2018,O43353,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,2.38,5.65,IC50=2.26uM,BW8
6fdu,2018,B0B9A0,DEUBIQUITINASE AND DENEDDYLASE DUB1,2.30,3.69,IC50=204uM,D5W
6g0w,2018,Q460N5,POLY [ADP-RIBOSE] POLYMERASE 14,2.34,5.28,IC50=5.2uM,EGW
5y6d,2018,Q9K2N0,BETA-LACTAMASE CLASS B VIM-2,2.10,7.26,IC50=0.055uM,8PL
5xij,2018,S8G8I1,PROLYL-TRNA SYNTHETASE (PRORS),2.50,7.3,IC50=50nM,873
5xih,2018,S8G8I1,PROLYL-TRNA SYNTHETASE (PRORS),2.20,7.15,IC50=70nM,86U
6cyd,2018,O00408,"CGMP-DEPENDENT 3',5'-CYCLIC PHOSPHODIESTERASE",1.69,8.7,IC50=2nM,FKG
6c7j,2018,O00408,"CGMP-DEPENDENT 3',5'-CYCLIC PHOSPHODIESTERASE",1.85,8.88,IC50=1.32nM,EPV
6dkg,2018,P04629,HIGH AFFINITY NERVE GROWTH FACTOR RECEPTOR,2.53,8.59,Kd=2.6nM,GO7
6fa2,2018,P01116,GTPASE KRAS,2.60,6.66,Kd=0.220uM,D2W
6fa4,2018,P01116,GTPASE KRAS,2.02,7.29,Kd=0.051uM,D1W
6fa3,2018,P01116,GTPASE KRAS,1.82,7.42,Kd=0.038uM,D1Z
5ypo,2018,P31016,DISKS LARGE HOMOLOG 4,2.29,7.1,Kd=0.08uM,15-mer
6dki,2018,P04629,HIGH AFFINITY NERVE GROWTH FACTOR RECEPTOR,2.11,8.64,Kd=2.3nM,GOD
6afg,2018,Q99497,PROTEIN/NUCLEIC ACID DEGLYCASE DJ-1,1.50,4.86,Kd=13.7uM,72V
6afe,2018,Q99497,PROTEIN/NUCLEIC ACID DEGLYCASE DJ-1,1.50,5.36,Kd=4.4uM,72T
6aff,2018,Q99497,PROTEIN/NUCLEIC ACID DEGLYCASE DJ-1,1.60,5.41,Kd=3.9uM,72U
6afd,2018,Q99497,PROTEIN/NUCLEIC ACID DEGLYCASE DJ-1,1.48,5.43,Kd=3.7uM,72S
6af9,2018,Q99497,PROTEIN/NUCLEIC ACID DEGLYCASE DJ-1,1.39,5.49,Kd=3.2uM,ISN
6afa,2018,Q99497,PROTEIN/NUCLEIC ACID DEGLYCASE DJ-1,1.65,5.49,Kd=3.2uM,ISN
6afc,2018,Q99497,PROTEIN/NUCLEIC ACID DEGLYCASE DJ-1,1.45,6.03,Kd=0.93uM,72R
6b0y,2018,P01116,GTPASE KRAS,1.43,4.19,Ki>64uM,8ZG
6c7e,2018,O00408,"CGMP-DEPENDENT 3',5'-CYCLIC PHOSPHODIESTERASE",1.43,8.55,IC50=2.82nM,EOG
6cyc,2018,O00408,"CGMP-DEPENDENT 3',5'-CYCLIC PHOSPHODIESTERASE",1.54,7.85,IC50=14nM,FKJ
6v5l,2018,P01116,GTPASE KRAS,NMR,3.65,Kd=224.17uM,QPD
5xii,2018,S8G8I1,PROLYL-TRNA SYNTHETASE (PRORS),2.17,7.12,IC50=75nM,86X
5xig,2018,S8G8I1,PROLYL-TRNA SYNTHETASE (PRORS),2.41,6.38,IC50=420nM,87F
6f1j,2018,6f1j,PROTEIN,1.25,4.62,Kd=24uM,EDG
6fyk,2018,P49760,DUAL SPECIFICITY PROTEIN KINASE CLK2,2.39,8.52,IC50=3nM,EAZ
6mwe,2018,Q02763,ANGIOPOIETIN-1 RECEPTOR,2.05,9.2,Kd=0.63nM,919
5o7n,2018,5o7n,BETA-LACTAMASE VIM-2,1.50,6.52,IC50=0.3uM,9NK
6fyl,2018,P49760,DUAL SPECIFICITY PROTEIN KINASE CLK2,1.95,8.15,IC50=7nM,3NG
5xmx,2018,Q03181,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR DELTA,2.00,7.24,Kd=57nM,89L
6fyi,2018,P49760,DUAL SPECIFICITY PROTEIN KINASE CLK2,2.60,6.7,IC50=200nM,EAE
5mxr,2018,Q9K2N0,BETA-LACTAMASE VIM-2,1.75,5.21,IC50=6.2uM,JTY
6hf5,2018,Q9K2N0,BETA-LACTAMASE CLASS B VIM-2,1.80,5.17,IC50=6.7uM,G1N
5z95,2018,5z95,HYPOSENSITIVE TO LIGHT 7,1.20,6.55,Kd=284nM,EGC
6c7g,2018,O00408,"CGMP-DEPENDENT 3',5'-CYCLIC PHOSPHODIESTERASE",1.68,7.74,IC50=18.20nM,EOY
6cz3,2018,Q13882,PROTEIN-TYROSINE KINASE 6,1.80,7.25,IC50=0.056uM,FLJ
6b0v,2018,P01116,GTPASE KRAS,1.29,3.49,Ki>320uM,C8G
6cz4,2018,Q13882,PROTEIN-TYROSINE KINASE 6,1.50,7.12,IC50=0.076uM,FKY
5mxq,2018,Q9K2N0,BETA-LACTAMASE VIM-2,2.00,5.72,IC50=1.9uM,U8K
5om3,2018,P01011,ALPHA-1-ANTICHYMOTRYPSIN,2.00,4.1,Kd=79.2uM,DXT
6fcl,2018,P07741,ADENINE PHOSPHORIBOSYLTRANSFERASE,1.50,4.64,Ki=23uM,AMP
6f3d,2018,Q9NWZ3,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 4,2.38,8.4,IC50=0.004uM,CJT
6e9l,2018,P00517,CAMP-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT ALPHA,2.80,6.04,IC50=0.92uM,J0P
6c42,2018,P03372,ESTROGEN RECEPTOR,2.00,8.21,IC50=6.13nM,85M
5uzk,2018,P17612,CAMP-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT ALPHA,2.30,6.74,Ki=180nM,504
5wgd,2018,P03372,ESTROGEN RECEPTOR,1.80,7.11,IC50=0.078uM,13-mer
5wgq,2018,P03372,ESTROGEN RECEPTOR,2.30,6.48,IC50=0.33uM,13-mer
6e49,2018,P15873,PROLIFERATING CELL NUCLEAR ANTIGEN,2.90,4.72,Kd=19uM,17-mer
6aqo,2018,Q38CA1,HYPOXANTHINE-GUANINE PHOSPHORIBOSYLTRANSFERASE,2.64,6.11,Ki=0.77uM,45T
6bw2,2018,Q07820,INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL,2.75,7.68,Ki=21nM,ECY
6bw8,2018,Q07820,INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL,2.90,9.0,Ki<1.0nM,ECM
6ar9,2018,Q38CA1,"HYPOXANTHINE-GUANINE PHOSPHORIBOSYLTRANSFERASE, PUTATIVE",2.28,5.18,Ki=6.54uM,3L4
5xbt,2018,Q9HUT5,PROBABLE TRANSCRIPTIONAL REGULATOR,2.50,5.14,Kd=7.3uM,C2E
6ahi,2018,P56067,CYSTEINE SYNTHASE,1.90,3.6,Kd=252uM,MET
5o9h,2018,P21730,C5A ANAPHYLATOXIN CHEMOTACTIC RECEPTOR 1,2.70,6.62,IC50=241nM,9P2
6b2q,2018,A5TY85,SERINE/THREONINE-PROTEIN KINASE PKNA,2.88,8.05,Ki=9nM,CJJ
5qin,2018,P37173,TGF-BETA RECEPTOR TYPE-2,1.57,10.4,IC50=0.04nM,J2V
5zh3,2018,W7JP72,LYSINE-TRNA LIGASE,2.86,4.67,IC50=21.3uM,9CF
